昵称,产品ID,产品名,产品售价,产品分类,评价,评价类型
S***-,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,小米冲牙器，颜值即正义。配有4个不同的喷嘴，不同情况都可以使用，还有专属的保护盒，干净卫生。水箱200ml，完全够用。外观简约大气，功能实用，操作简单很容易上手，对新手很友好。,好评
****f,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,早就听说这玩意好用了，选来选去选择了这款，真心好用，经常塞牙以前牙签剔牙剔不出的滋味无法形容，这个太方便了通通滋出来，配了四个喷头四档调节很实用！,好评
z***e,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,很好用，冲力比较大，容量也够，装满水能冲一次，外观好看，方便携带，用的时候能洗出来牙缝里面的不少东西，用完感觉牙齿很干净。,好评
B***4,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,非常非常好用 造型是典型的小米风 有四个模式可以选 不是很刺激 漱完口很干净很清爽 推荐,好评
****X,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,小米的这款便携冲牙器性价比很高，有几个档可以调节出水的速度与力度。充一次电可以用很长一段时间，电池续航能力不错。下次继续回购。,好评
轩***念,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,京东自营店物流速度非常快，上午买的，下午就收到了。颜值非常高，用起来也很方便，清洗效果不错，牙刷一直洗不干净，用这个洗的特别干净，大品牌值得信赖！,好评
H***0,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,质量不错，颜值担当，看起来很干净，用着也还行，4种喷头，4种模式，大水箱，全身水洗，，老公很喜欢，用起来也方便，给个好评吧！,好评
u***e,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,这是在京东上买的第二个米家的小米冲牙器了，外形颜值相当高，高频脉冲水流共有4档模式和4种专业喷嘴，充电后45天续航，使用起来非常方便，全身可水洗，尤其是水箱可以自由拆卸，便于使用时间长了以后清洗里面的水垢等，相比于可折叠收纳的那种，不存在清洗盲区，非常好！,好评
C***果,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,很快就收到货了，包装挺好的，根据说明书进行充电后使用，很容易操作，清洁到位彻底，收纳方便，非常不错的产品，非常愉快的一次购物！,好评
蛤***豕,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,白色很好看，大小合适，放在办公室用，每次吃完饭冲一冲，一次水量刚好够，充电也方便，直接用手机充电器。,好评
周***福,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,多次购买了这款小米冲牙器，外出携带非常方便，易于清洗，冲牙力量可调节，外观设计非常漂亮，大品牌值得信赖！包装很好，快递速度快的很,好评
达***木,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,非常好用、外简洁大方、、物流很快，下单第二天就到了，最主要是小米的性价比高，做工很好，冲力足，可以调节，有四个冲头，充电一次可以用很久，值得购买,好评
骨***簪,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,颜值  一绝  看上去很清爽干净使用  方便 傻瓜式操作水箱容量也很大一次完全够喷头 多种多样 还适合正畸牙齿非常贴心,好评
随***学,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,冲牙器很好用，小巧方便携带！有三个档位。很人性化。最小的档位用起来比较温和，适合牙龈不好的人。性价比高！用完之后口腔很干净！！,好评
李***1,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,买回来就用了一下，开关按钮比较难按，压力合适，牙齿冲的很感觉，比牙刷效果好多了，牙缝开始通气了,好评
u***o,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,仔仔箍牙刷牙刷不干净，朋友介绍永这款，买回来立即使用，感觉太爽了，说是好像好久没有刷牙刷得这么干净了。感觉清爽自然。真是神器啊！后悔买晚了，要不然早买早享受?,好评
图***L,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,很好用，现在每次饭后都冲一下，平时不好刷到的地方都能冲干净，用的时候调到自己能适应的档位，牙敏感的人可以用温水，手持式的比台式的方便。,好评
大***说,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,好品牌值得信赖，清洁牙齿必备，操作简单，力度很强，出水比较大，多种清洗方式，满足不同需求，使用方便，包装完好，物流超快，赞！,好评
梧***5,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,平时刷牙很难把牙缝清理干净，所以选择了小米这款冲牙器，跟小米其他的产品一样，很有设计感，外观简洁好看，动力强劲，无死角清洁口腔，效果很棒，很满意。,好评
人***瘦,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,第1次用这种冲牙器，我觉得挺好用的。小米的东西做的挺精致，拆箱感觉也很好。水的力度非常合适，牙齿和牙龈能感觉到力度，冲完之后觉得牙挺干净的。,好评
猫***拍,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,非常不错的东西，物美价廉，冲牙器配了好几个刷头，可以随时替换，用了那么久还没充过电，感觉电池也经用，最好的就是它不怕水，可以洗澡一起用,好评
番***1,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,之前吃东西经常牙缝里面塞东西，现在吃完用这个冲洗很方便，而且也非常干净卫生，冲完之后牙齿很舒服?，好用,好评
****n,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,第二次回购，使用起来很方便，力道可以调节，多种冲洗方式，挺好用的，噪音也不大，就是两个全是原价买的，没赶上活动，物流速度很快。,好评
m***d,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,冲牙器还是不错的，水流很有力 清洁效果很棒，唯一不足就是水箱略小，京东送货很快的，非常方便，十分满意,好评
****s,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,"冲的比较干净,期待使用效果,颜色很好看,冲刷力一档的效果已经很棒了！喜欢,上一个是拜耳的,看介绍非常期待就买了！拿到后很喜欢,不过我用着一档就很舒服,*不知道如何,日常清洁还是很方便的,",好评
k***d,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,第一次买水牙线，选择了小米，价格不贵，质量靠谱。第一次使用，很好上手，而且确实能够冲洗出口腔内的一些杂质，牙龈之出了一次血。,好评
沈***1,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,米家的普通冲牙器，跟小米其他的东西一样，简约而朴素，很有小米的味道，很适合当代年轻人，有4种模式，4个喷嘴，用了一个月，感觉还可以，还支持type-c充电。便于携带。,好评
x***8,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,水很猛，很好用，价格便宜，功能很多，不冲牙时候去冲别的也很好！非常不错！小米的东西一直是物美价廉！还会再来买！很好很好！不错,好评
x***0,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,小米旗下的冲牙器，能够续航很久，力道适中，有多种模式和力度选择，比牙线更好使用，便携式设计，使用很方便。配套赠送多种刷头，非常实用。typec的充电口，和手机通用。,好评
l***5,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,使用一段时间来评价，小朋友戴牙套买来想给带去学校用，但体积有点大不是很便携，使用体验很好，标准冲力清洁的很干净，强力档冲的有点疼，用后感觉整个口腔都清爽了，小朋友很喜欢操作没压力，水箱大小也正好，拆开晾干很方便,好评
所***华,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,冲牙器很好用，质量杠杠，细节品控不错。没用过冲牙器，需要点时间适应，三次基本就掌握要领了。相当不错的小米产品。,好评
小***咲,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,自己用着很方便，过年回家陪母亲去口腔医院洗牙和补牙后，母亲才意识到自己的口腔状态不是很好，给母亲也买了这个。可以有效清除食物残渣，使用后再配合漱口水可以保证口气清新。,好评
****4,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,小孩蛀牙不肯补牙，医生建议买洗牙器给他清洗，在京东看了好几款，最后选择这款，宝贝质量很不错，包装精致，材质优秀，小孩洗牙时能把牙洞里的东西清理干净，比牙线效果好很多。,好评
秋***节,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,收到米家冲牙器用了一段时间才来评价，冲牙的效果很好，很干净，刚开始牙龈还有点出血，先用敏感模式冲两次就不出血了，改用强劲模式也不会出血了。用起来很方便。,好评
爱***歌,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,一套一共有四个喷嘴：标准喷嘴，舌苔清洗喷嘴，正畸喷嘴和牙周带喷嘴。主体可以装200毫升水，共有四档可以调节，非常方便使用。,好评
阿***你,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,非常好?！放办公室，每天中午充一次！好几个头，力量可调节。方便，简单，好用！推荐！,好评
****3,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,外形美观大方，色调简洁和谐，用料讲究安全，做工精良细致，使用方便趁手，使用效果极佳，配件齐全，收纳方便，十分便携，强烈推荐,好评
张***山,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,非常合适，买来已经用了好几周了，好用方便，包装简单精致，平时就放在洗手池旁边，用起来很方便，而且冲洗力道可以调节，一开始不习惯会出血，后来就好了。,好评
t***s,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,外观白色显干净，人体工学手持顺手，装水大小两个口，大口也利于清洗死角方便，一开始水溅出来，多操作几次就好了，清洗得很彻底，很不错，按摩牙龈，更换开关要多摁几下。,好评
d***K,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,到货非常快，送到家，包装完好，感谢快递小哥，辛苦啦！冲牙器非常满意，精致，方便，价格实惠，充电会更方便，多个冲头随心所欲，保护牙齿很重要,好评
荣***u,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,非常好用！非常满意！之前一直用松下的，注意发现了小米这款，抱着试试看的态度买个，出奇的好用，包装精美，做工精细，有点苹果品控的意思！冲击十足，充一次电，用了一个月，还没用完电，唯一不足就是边缘容易划手，水盖容易掉，好在能装回去！瑕不掩瑜，五星好评！！,好评
秦***8,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,多种冲洗方式，里面有好几个冲刷头，动力很足，刷完牙也能冲出来东西，水箱水刚好够冲一次，京东快递送货速度很快，前天拍第二天就能到，,好评
****9,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,快递很快，双十一买的第二天就到了，东西一如既往地好，冲牙器功能简单使用，老人上手很快，冲一会会儿会把牙缝里的食物残渣冲出来，希望对于牙龈问题有一定改善,好评
****x,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,与小米有缘  相信小米  冲牙器也选小米  货到打开与介绍相符    外型精巧  不占地方 使用起来很舒适   携带方便   很不错 很喜欢,好评
窝***打,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,大小刚刚合适，续航时间超长，充电口是主流的typec接口，方便出差携带，造型颜值也非常喜欢。用了一段时间感觉很不错，可以把牙缝里的脏东西都冲出来。,好评
****d,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,储水量大，冲水力度适中，功能很多，方便清洁，外形纯白简约时尚,好评
h***7,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,"自己用了一段时间,感觉非常还用,所以又买了5个送给家人~水压可调,可用温水,水箱很大,噪音很小,冲洗干净且无压力! 这款的功能跟很贵的其他品牌的洗牙器没什么差异,非常好!",好评
荆***网,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,特意用了一段时间才来评价，非常好，冲牙很干净，后悔买晚了，牙齿不好有缝隙，刷牙是刷不干净的，容易滋生细菌，造成恶性循环，冲牙后好多了，干干净净的，舒服,好评
只***单,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,小米的这款冲牙器设计的不错，功能也很够用，四款喷头四种功能，收到之后就打开用了，很方便也很好用，冲的很干净，牙齿很清爽，总之挺喜欢的,好评
l***2,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,看了一些产品，还是先选了小米家的冲牙器，外观简洁，喷头也有好几支。水箱拆卸很方便，容易清洁。喷嘴也比较容易拆卸。先用了轻柔模式，水压还比较合适，吃完饭的残渣轻松就冲出来了，口腔感觉很清爽。以后在办公室也放一个。,好评
好***诶,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,冲力很大，模式开关和电源分开，配四个喷头，非常赞，性价比很高，各种优惠后135入手,好评
刀***魂,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,物流速度很快，上午下单下午就可以到，机器包装完好，配备了4个冲头，适用于各种情况，机器美观小巧，方便使用，颜色也很好看！！,好评
****d,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,洗牙器很好用，机器设备清洗方便，待机时间长，携带方便，饭后不用再使用牙签和牙线了，有需要的朋友可以购买,好评
****4,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,这是买的第二个了，家里人都在用这款冲牙器，小米出品颜值，做工确实在线，用起来也很顺手方便，比之前300多买的冲牙器好用多了，充电口基本不会进水，机身质感好，用完一擦就很干净。,好评
最***觅,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,已经变成饭后新的剔牙神器了，每次饭后真的很好用，比什么牙线好用多了，出差带上也很方便。目前对于肉类的清洁可以说百分百，对于韭菜，偶尔可能需要借助手。,好评
一***尘,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,清洁牙齿?，刷完牙后冲一冲，很多小东西冲出来了，非常好，保护牙齿～有三个档，可以调节，续航时间也比较长，每天坚持用，很好（￢?￢）要有活动就更棒了…,好评
j***0,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,去除牙垢很给力，智齿发炎了冲洗很方便，就是多用几次才能把握好冲洗力度，要不然很容易出血，一次水量也够用，各种喷头都有很齐全。,好评
****c,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,牙缝里清洁不到 用牙线又觉得麻烦 小米冲牙器物美价廉 也不刺激 把牙齿里的脏东西都可以呲出来 每次吃完饭都可以用它 设计也简洁好看,好评
****1,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,非常不错的刷牙神器，用起来很方便刷牙很干净，外观造型很酷，颜值很高，比普通牙刷好用多了，价格也还不错哦。超级喜欢这一款产品非常不错.,好评
爱***己,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,很好用，把牙缝刷不出来的东西全冲出来了。充一次电用了很多次了。一共四个喷头都好用。,好评
方***酱,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,物流因为疫情有点耽误了，但是相比较其他快递快多了，拿在手里感觉很有份量，手感很好，看起来也很舒服，带了四个刷头，适合各个情况，用起来也挺棒的，确实可以洗出来好多东西，侧面还有加水口很方便，物美价廉，推荐使用。,好评
A***7,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,美牙仪。如今，口腔健康越来越受到人们的关注，但是不少人选择在网上购买各种牙齿美白的工具，在家美白牙齿。有些商家声称，只要在牙齿上涂一层凝胶并戴上泛蓝光的美牙仪，就能让牙齿变白。事实上，网上售卖的美牙仪隐惠很多，购买要通镇。网上售卖的美牙仪在使用时星和医院的冷光美白同理，是将美白剂涂抹在牙齿上，在美白仪器发出的冷光（蓝光）照射下，使过氧化物与牙齿表面及深层的色素快速产生氧化还原反应，达到美白牙齿的效果。但由于网上卖的美牙仪产品缺三监管，美白剂的成分和浓度得不到保证，再加上非专业的操作，会对牙齿和牙银造成不可逆的伤書。,好评
明***宥,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,使用了一段时间，效果不错，口腔牙齿缝隙残渣能够清理的很干净，有多档模式，第一次用推荐用新手模式档位，力度相对柔和，能够更好的适应，我第一次用力度调大使用过程中牙龈出血了，头一次用的小伙伴一定要注意啊,好评
****2,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,物流真的好快，小米这款机器颜值够用，拿在手里很舒服，整体造型像个艺术品，使用起来很方便，而且清洁牙齿能够更彻底，会推荐身边朋友购买,好评
涂***妮,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,期待水牙线很久 之前一直关注洁碧560 久久不见降价?果断买回国产之光 小米 拿到手后 立马试了试 真是效果超好啊 水箱够大 200毫升呢 对我这种牙齿不太好 又容易藏污纳垢的人来说 真是福星 性价比超级高 使用起来不比进口的差 手柄设计也很人性化 有四种喷嘴 满足日常各种需求 还想再买一个 放在单位使用,好评
水***b,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,小米冲牙器白色的外观小巧大气，使用方便，能把牙齿里的残渣冲出来，非常好用，推荐小米冲牙器,好评
w***1,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,物流很快，产品使用效果不错，功能比较多，使用很方便，确实是物美价廉，对牙齿清洗很有帮助，清洁很干净，是一次很愉快的购物活动。,好评
w***i,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,一贯的小米风格，我很喜欢，简洁纯净，上手简单，打开盖子，灌入纯净水，一按按钮，水流就喷射而出，我选择的是初用者模式，不会很冲，牙龈也很适合，没有流血问题，牙缝冲洗的挺干净，比用牙刷，牙线强多了，不错，值得购买。,好评
0***0,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,这个冲牙器特别好用，我已经买到第四个给全家人都买了一个大家使用都很满意，不要用起来方便没有那么多的复杂，功能，父母也会使用比较简单，总体来讲比较满意，提个建议，希望以后多出几款颜色。,好评
****r,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,这款冲牙器真心价廉物美！功能足够用了！给儿子买的，换牙期间有几个虫牙，去医院不适合填充，每次吃完饭儿子都会掏牙齿，很难受还会掏发炎流血，有了这款冲牙器，吃完东西对着小??一冲。OK，太棒了，洞里的食物残渣都出来了，清理的干干净净也不容易发炎了！口腔也没异味了，用习惯了冲牙器根本离不开它！功能太多真心用不上！性价比高才是王道！,好评
****5,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,家里有个某碧的冲牙器，用起来很棒。打算买一个放在办公室，中午吃完饭冲一下，保证牙齿健康。小米的这款颜值一直延续小米的作风，很漂亮。可以调节冲牙的力度，比较适合刚用冲牙器的用户。可充电锂电池，usb充电，方便多了。性价比超高，赞小米一个。,好评
丛***哲,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,清洗的特别干净。特别好用。方便很多，嘴巴味道也少了。给儿子买的。带牙套的更方便了,好评
a***0,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,看了很多广告，经过多次的对比，最后选定了米家这款宝贝，拿到手非常惊喜，一看就是正品，这点其实很放心，毕竟是京东上的产品，有保障，初次使用感觉太带劲了，把牙缝洗的干干净净的，里面的残渣都出来了，以后省得我用牙签了，爆赞！,好评
****t,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,所以劲儿挺大的，开个小档都够用了，颜色也很好看，外观也比较棒，收纳也方便,好评
纯***6,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,做工很棒，水流可以从牙缝中间穿过，清洁力还不错，四个刷头功能性强，电池也耐用。,好评
M***e,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,很完美的体验 一直很想买冲牙器，这款经济又实惠，颜值力也高，冲击力也很好 配合电动牙刷使用，冲洗得很干净，保护牙齿很周到，打算办公室也配一个，这样就没有后顾之忧了，配件齐全，充电方便，这下再也不用担心牙齿清洁问题啦,好评
y***n,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,冲牙器用坏了2个，这次选择了京东排名第一的小米冲牙器，晚上下单，第二天中午就收到了。这款产品设计简捷大方，4挡冲洗强度，200ml大容量水箱，45天超长续航，4个口腔各部位冲洗的喷嘴，太为使用者着想。实际使用效果，齿缝间的残食能彻底清洗干净，值得推荐购买。,好评
萌***1,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,动力强劲，可以选择不同的力度，适应不同的牙龈。4个喷头可以提供各种类型的水柱。这力度大到足够把平时牙缸里的牙膏够冲下来。电池也很耐用，使了十几次，电量还是很充足。,好评
****4,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,东西质量很不错，每一套都配了四个头，而且操作比较简单，冲力比较大，牙床敏感的，一定要注意使用方法，不然容易出现出血情况。,好评
赏***一,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,四种模式和四种刷头，能满足需求，餐后用起来很方便，两分钟冲洗干净，口腔卫生很重要，第一次使用冲牙器，感觉出奇的好用，以后会坚持使用，冲一次电能用好久，上次充电到现在快两周了，还在用呢。推荐给朋友，他们也很喜欢，真棒,好评
木***甘,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,第一次用敏感模式牙齿出血，毕竟不太适应，用过一两次之后就很舒服，牙缝里的脏东西都能冲出来……很不错！,好评
c***2,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,这宝贝是我每天晚上睡觉前的必需，刷完牙，冲一下，哗啦啦，牙齿里所有脏东西全部冲出来，太棒了，好用。单纯用牙刷刷，清洁不彻底，用这个冲牙器，真是太好了，减少牙周病,好评
****s,1.00E+11,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179,冲牙器,外观好看冲击力度也可以，把很多脏东西都冲出来，挺喜欢的，而且是小米的牌子性价比也比较高，爱了爱了。续航能力也很好。补齐不错,好评
